CLIENT_ID,CAR_ID,RESERVATION_DATE,START_DATE,RETURN_DATE,RESERVATION_ID 
6139,415,2013-01-25,1984-02-09,2001-08-17,1013
5088,1160,2018-11-30,1985-11-02,2012-03-20,1014
9110,1507,1974-11-18,1989-08-22,1984-04-08,1015
2523,935,2018-07-25,2016-01-17,1990-11-20,1016
18180,131,1994-01-26,2019-11-27,2004-05-26,1017
14872,595,2006-06-28,2012-12-25,2007-10-12,1018
10282,1006,2018-04-14,1980-05-18,1976-07-11,1019
10280,341,1997-03-30,1979-10-16,2003-12-17,1020
531,241,1983-10-19,1992-06-29,2006-05-20,1021
5921,1492,1977-11-07,1996-07-31,1989-11-15,1022
12758,911,2021-04-13,2001-09-14,2019-06-13,1023
10832,1715,1980-08-11,2005-07-06,2020-05-30,1024
13396,1155,2001-03-03,1978-08-21,1998-06-14,1025
5665,1531,2007-03-18,1987-03-10,1989-04-04,1026
13642,1094,1974-03-31,2013-02-10,2000-07-07,1027
4882,858,1993-12-09,1986-02-23,1975-11-18,1028
18992,803,2015-06-28,1993-09-12,1975-02-27,1029
5669,1286,2006-03-24,1974-05-15,1982-07-20,1030
1946,1694,1993-08-05,2014-06-26,1992-01-17,1031
2953,454,2016-01-02,2003-08-07,2006-05-31,1032
15451,225,2011-12-19,1998-07-01,2012-09-14,1033
10185,1583,1988-04-09,2017-04-28,2005-03-29,1034
19931,363,2001-10-21,2015-11-23,2015-03-03,1035
17222,1575,1994-09-02,2001-01-14,1976-04-14,1036
2915,435,1982-09-16,2010-02-24,2015-11-03,1037
10373,983,1985-02-05,2013-12-24,1989-08-08,1038
14302,378,2015-03-28,2012-09-17,1979-05-16,1039
14456,904,2007-09-27,2000-03-24,1973-01-27,1040
18808,1863,2002-08-24,1991-03-17,1976-12-16,1041
2886,1092,1995-06-28,1972-10-11,1977-12-12,1042
13893,1725,1975-07-26,1990-01-31,1991-08-12,1043
1575,1561,2001-02-25,2005-12-03,2015-12-19,1044
17722,440,2015-12-15,1992-01-31,1996-09-26,1045
391,115,2015-03-12,1997-06-29,1973-05-08,1046
16076,1543,2005-04-11,1999-12-15,2017-04-24,1047
15933,49,1974-09-04,1995-08-02,2004-10-25,1048
5086,201,1985-07-06,2009-05-03,1975-05-01,1049
16324,130,2012-11-27,1975-06-20,2011-12-17,1050
2427,396,1998-07-02,1975-09-19,2018-04-25,1051
4588,1090,2010-01-21,2016-07-11,1975-02-23,1052
18222,1847,2017-09-24,1978-03-08,1975-12-14,1053
16100,4,1986-11-18,2015-05-15,2003-08-28,1054
9695,1697,1974-03-27,1985-05-18,1981-04-13,1055
2221,291,1993-08-30,2019-10-05,2000-12-22,1056
17901,480,2007-04-03,1989-03-24,1998-12-23,1057
18860,1006,1995-12-21,1974-07-11,2010-04-05,1058
5683,244,1980-09-06,1992-08-28,1973-10-12,1059
783,1916,2020-01-19,1998-05-21,1986-12-26,1060
9961,846,1998-07-04,1998-02-28,2016-08-20,1061
1578,651,1992-08-27,2021-10-09,1989-05-23,1062
15025,1595,2012-08-02,1990-09-23,2002-11-24,1063
11670,1534,1980-02-19,1983-02-06,1984-02-08,1064
1113,744,2001-03-30,1995-07-28,2003-08-17,1065
14566,1929,2017-09-22,1981-08-07,2014-02-22,1066
16944,1318,2021-02-09,1985-11-24,2004-05-24,1067
3559,91,2019-11-02,1998-01-10,2012-10-09,1068
17735,426,1985-03-16,2006-01-23,1995-02-04,1069
10286,852,1984-05-09,2015-11-12,2011-08-14,1070
12435,1072,1980-06-25,2006-09-19,1975-03-22,1071
14921,153,1996-08-01,2009-06-16,1981-09-04,1072
3265,1022,1975-07-12,1999-05-06,2003-02-27,1073
9281,1572,2004-03-21,2019-04-07,1991-07-06,1074
3624,762,1972-09-18,2002-03-29,2006-11-04,1075
3601,854,2014-09-05,1973-05-29,1987-02-05,1076
6020,843,2008-09-24,2008-03-30,1980-04-26,1077
19049,321,1978-11-07,2016-02-26,2018-10-29,1078
5893,1543,2003-08-21,2016-07-04,1988-10-01,1079
4348,654,2011-11-29,2013-10-11,1974-02-11,1080
8038,1604,2014-02-18,1993-04-03,2021-12-22,1081
18502,1692,1987-05-07,2001-06-17,1995-10-21,1082
16233,352,1980-10-05,1997-01-25,1987-08-19,1083
7001,1510,2002-08-30,1997-06-12,1996-05-24,1084
19524,1854,1972-11-02,1989-06-19,2016-11-20,1085
19941,1816,2019-07-15,2017-11-18,1988-07-06,1086
11200,472,2004-02-12,1992-04-24,2000-06-30,1087
18159,1548,2011-02-11,1976-03-28,1983-09-06,1088
3892,1972,2007-07-04,2018-02-25,1975-05-20,1089
17380,353,2010-09-04,2007-10-03,1975-04-30,1090
3938,575,2002-12-09,1975-12-09,1991-06-03,1091
4502,161,1990-03-10,2003-06-01,2020-03-18,1092
4618,111,2020-09-15,2015-02-11,2021-02-04,1093
11395,1682,1988-06-20,1974-09-09,1973-05-31,1094
6542,278,2018-12-03,2010-03-27,1991-09-10,1095
2795,598,1994-06-04,2013-10-20,1977-10-27,1096
8677,889,1973-06-25,1978-09-11,2003-01-24,1097
15057,349,2007-08-06,2009-01-01,2014-12-29,1098
3010,1437,1984-06-24,2009-01-29,2014-11-10,1099
12747,1057,2020-10-30,2020-10-08,1990-06-03,1100
11422,1214,1994-02-09,1985-07-19,1999-02-21,1101
15431,1932,1998-03-08,2008-06-04,1995-01-16,1102
6541,582,2006-10-25,1991-05-14,1982-12-10,1103
6916,458,2010-11-06,1998-04-11,2007-09-05,1104
2829,429,1974-09-20,2015-10-30,2012-02-12,1105
2871,274,2019-11-21,1990-08-10,1982-12-27,1106
15150,911,2008-03-12,1987-03-16,1975-12-10,1107
3163,1408,2001-12-21,1984-03-14,1975-03-05,1108
4445,434,1988-09-22,2016-06-16,1975-11-24,1109
643,570,1998-05-10,1992-03-30,1983-12-11,1110
9066,1601,2008-03-25,2001-11-17,2016-06-28,1111
4051,107,1982-01-21,2003-10-24,1987-11-18,1112
9558,1763,1988-02-06,2017-07-13,2012-08-01,1113
805,763,1993-08-11,1977-08-10,1977-08-08,1114
15709,519,2009-09-18,2019-08-13,1994-12-16,1115
15623,1560,2003-02-02,1982-03-07,1980-03-06,1116
14608,1058,1999-09-08,2003-02-07,2009-09-25,1117
5424,426,1987-08-10,2017-05-24,2007-08-25,1118
11184,1423,1985-11-08,1996-09-03,2014-06-18,1119
17908,717,1991-10-26,1973-03-14,1998-06-25,1120
14823,1400,1977-04-28,1973-03-09,1981-11-19,1121
5275,1355,1977-10-14,1983-09-05,2006-02-09,1122
12081,1074,1990-01-25,1995-01-06,1984-04-27,1123
10634,1245,2018-12-07,2003-03-29,2004-05-16,1124
4835,819,2005-05-14,1977-04-03,1982-10-13,1125
7460,1391,2004-03-14,1976-04-01,1980-04-30,1126
11445,1321,1996-04-06,1975-12-08,1989-06-05,1127
14417,164,2009-12-06,2001-03-25,2018-10-06,1128
13226,973,1974-09-18,1990-07-03,2021-09-28,1129
7779,1005,1996-09-10,1995-03-11,1983-10-23,1130
574,872,1987-06-01,1979-12-07,1995-05-03,1131
2043,942,2002-08-29,1993-03-19,2005-03-20,1132
11958,1027,1977-09-19,1987-07-21,1985-10-21,1133
9524,972,1997-12-05,1994-05-17,2006-09-04,1134
3050,1997,1990-03-09,1981-12-12,1989-06-11,1135
19825,31,1983-12-28,1996-09-02,1980-03-28,1136
19602,1613,2014-04-03,2020-01-24,1994-03-09,1137
10739,1181,2020-12-13,1982-04-24,1986-09-29,1138
5611,1039,1997-09-06,2022-04-05,2009-06-13,1139
1860,213,1978-03-17,1996-08-04,2019-08-23,1140
19997,1187,1974-07-03,1998-10-16,1994-07-15,1141
11395,122,2004-02-09,1981-12-04,2006-09-06,1142
16864,552,2008-04-05,1997-12-22,1995-08-23,1143
6144,920,1984-08-27,1992-07-10,2002-05-09,1144
1592,1043,1996-10-25,1987-10-26,1980-05-14,1145
12278,1445,2015-03-23,1981-11-04,1988-01-08,1146
14410,1872,1994-12-05,2018-11-27,2007-03-18,1147
10523,225,2007-07-10,2010-06-06,1992-04-19,1148
9857,1402,1991-11-27,1979-04-27,1994-02-21,1149
3435,515,2009-09-04,1977-11-26,2008-04-08,1150
17976,878,1972-10-03,1983-08-25,2004-06-20,1151
15377,1595,2021-06-04,1982-12-27,1983-03-28,1152
5392,1984,1992-04-14,1992-04-26,1976-09-29,1153
10376,1147,1986-12-21,2000-06-01,2016-05-13,1154
15898,1476,2002-09-18,1996-07-30,1978-05-15,1155
5768,1896,2020-08-13,1997-06-26,1978-12-22,1156
16755,1431,2002-01-29,1994-08-06,1993-07-31,1157
4529,1137,1975-03-22,1992-06-16,1981-11-22,1158
10795,1658,2005-10-10,1977-02-11,1985-11-07,1159
19459,333,2004-12-28,2014-08-31,1990-10-14,1160
13527,966,2009-06-30,1983-11-12,2006-07-07,1161
2749,962,1982-09-17,1981-01-27,1996-09-07,1162
2559,1313,1974-03-21,2020-06-29,1984-01-17,1163
2889,969,2006-12-01,1980-11-16,1986-02-27,1164
3612,548,1976-05-15,1990-11-23,2000-04-15,1165
17316,1610,2020-07-24,2000-06-04,2019-04-24,1166
11021,844,2010-05-19,1996-07-14,2012-06-09,1167
440,508,2004-06-18,1992-04-25,2019-08-21,1168
6169,1844,1977-09-24,1981-07-27,1982-12-06,1169
12905,183,2010-01-29,2004-06-11,1986-12-21,1170
19029,1091,2019-02-18,1977-01-13,1987-11-11,1171
5942,1406,1978-08-25,1982-06-24,1974-02-12,1172
5083,1009,2000-08-25,1998-06-07,1988-03-02,1173
18559,685,1993-06-03,2019-03-27,2001-05-07,1174
2111,142,2016-09-16,2010-01-26,2019-06-11,1175
2341,1058,1992-02-26,2011-06-04,1981-04-19,1176
15060,1209,1987-01-06,2003-07-16,1991-11-16,1177
19988,225,2022-01-07,1991-04-26,1989-02-28,1178
15077,749,1991-08-18,2006-07-11,1979-04-15,1179
18063,372,2011-03-24,1994-04-21,1975-09-07,1180
4314,1865,1976-10-26,1977-10-23,2017-11-17,1181
18120,1861,1981-11-16,1998-10-24,2012-12-19,1182
10752,1967,1985-05-10,2004-07-14,1973-11-04,1183
6713,1885,2017-02-26,1985-11-15,1988-07-27,1184
18344,65,1975-02-16,2020-03-12,1993-09-16,1185
8122,899,2018-06-07,1989-07-18,2006-01-11,1186
17219,1942,1978-02-05,1997-04-08,1987-09-21,1187
18177,161,1990-03-23,2007-01-28,1995-07-21,1188
12381,494,2016-06-06,1992-05-08,2011-06-07,1189
7850,1614,2009-01-30,2018-02-25,1982-12-11,1190
10993,1584,2006-10-02,1984-07-04,1987-05-01,1191
8386,1582,1998-08-13,2021-03-22,1990-03-27,1192
2203,405,2016-09-19,1981-04-18,1979-08-03,1193
12682,730,2003-11-09,1994-04-02,1977-12-15,1194
11797,1159,1997-08-29,1988-02-02,1987-12-07,1195
16485,235,2016-10-04,2018-12-09,2016-10-01,1196
3447,1273,1994-10-24,1988-09-16,1980-10-28,1197
18861,924,1997-05-05,1987-12-04,2017-04-20,1198
18494,1078,2018-09-30,2015-06-21,1973-05-01,1199
4807,538,1987-09-23,1983-11-04,2016-02-11,1200
12569,304,1997-07-09,1979-12-10,2002-07-29,1201
18194,440,2001-03-29,1991-05-31,2006-09-09,1202
13752,1365,1976-01-14,1988-10-03,2019-01-14,1203
6937,145,1989-08-12,2000-10-04,1988-09-02,1204
6787,1243,1986-05-07,2020-05-11,1983-04-04,1205
5051,655,1972-07-26,1993-03-12,2006-05-05,1206
614,89,1975-12-16,2017-01-07,2006-06-29,1207
5780,4,1986-11-26,2019-08-30,1992-01-04,1208
17578,733,1996-12-15,1991-06-28,2002-10-23,1209
9377,1692,1980-08-07,2007-04-29,2004-02-03,1210
3934,423,1979-09-07,1990-11-02,1976-04-08,1211
19059,1011,1996-03-22,1998-01-18,1987-05-26,1212
14018,25,2006-07-21,1988-05-01,1994-10-27,1213
5516,712,2021-03-15,2016-12-09,1987-09-05,1214
6108,801,1989-06-24,1983-04-14,2021-06-24,1215
7441,958,1975-04-03,2002-10-27,2014-01-24,1216
11715,1368,1974-05-14,1991-04-15,2012-01-26,1217
19233,188,2012-04-16,1978-04-11,1974-10-04,1218
19049,887,1987-10-19,2005-03-19,1988-03-10,1219
8726,897,2008-02-28,1980-02-12,1977-01-04,1220
13143,855,2002-06-10,1974-03-10,2006-10-20,1221
17552,1466,1981-11-25,1978-04-06,1997-01-21,1222
12929,54,1997-11-27,2008-06-17,2003-01-08,1223
8997,1340,2015-03-30,1992-03-31,2002-11-28,1224
3632,1632,1990-05-14,1982-06-25,2000-06-24,1225
4074,1189,1984-05-02,2001-10-18,2004-08-30,1226
8274,175,2010-03-04,1997-08-18,2012-06-21,1227
14413,1200,1978-09-21,2007-02-11,2017-06-28,1228
3406,1294,1977-12-17,1999-11-04,1979-02-05,1229
5623,1717,1982-11-07,2007-12-04,1986-10-22,1230
10963,1696,2005-09-21,1997-12-14,2004-04-06,1231
10840,1335,2020-07-07,2003-07-19,1994-12-25,1232
244,1905,1997-04-19,2020-12-14,2016-08-25,1233
8576,1701,2009-08-25,2006-07-12,1986-02-05,1234
16192,1553,1998-10-25,1972-05-18,2009-12-05,1235
2094,1476,1981-09-03,2005-12-05,2001-05-10,1236
2611,306,2006-01-12,2015-07-01,2000-11-22,1237
12163,1900,2020-10-05,1994-09-26,1997-04-04,1238
13061,1524,2003-03-11,2021-07-24,1983-03-19,1239
14191,1219,1983-07-02,1987-09-20,1976-06-19,1240
6215,1968,2017-07-14,1981-05-30,2006-07-02,1241
7424,1162,2011-12-01,1981-07-08,1978-02-18,1242
9050,1884,1997-09-30,2005-01-29,2000-08-13,1243
10257,1246,1989-02-01,1977-04-19,2021-09-03,1244
16319,999,2017-12-17,1974-12-05,2006-11-04,1245
5402,190,1973-07-13,1979-03-31,1995-02-15,1246
3595,794,1986-03-31,1981-07-16,1979-07-26,1247
17948,479,1989-03-09,1999-04-14,1974-11-21,1248
11720,149,1991-01-26,1999-08-02,1982-12-22,1249
18643,1675,1976-03-21,2008-01-22,1994-04-07,1250
11097,1222,1988-01-19,1988-02-25,2014-07-30,1251
18253,1645,1993-06-27,2014-07-30,2005-12-17,1252
12323,925,1984-02-23,1988-09-27,2014-02-17,1253
7953,450,1993-03-01,1985-11-11,1978-05-11,1254
19493,709,2002-12-12,2018-12-19,1988-09-10,1255
5613,1006,2010-01-18,1972-06-15,2021-08-19,1256
9144,1258,1987-04-17,2011-07-27,2016-08-17,1257
8371,443,1990-12-11,1981-01-28,1991-09-08,1258
17493,244,1981-08-12,2016-08-16,2003-10-28,1259
9837,1345,1978-07-10,2004-12-20,2011-07-07,1260
6614,1928,2017-11-17,2005-03-07,2021-03-28,1261
7131,680,2017-02-25,1991-01-19,1997-08-09,1262
7037,393,2021-11-16,1984-02-16,2005-03-15,1263
9948,344,1983-05-26,2014-11-02,1975-01-05,1264
18456,819,2011-05-22,1976-07-03,1986-04-28,1265
5342,931,1999-07-15,2001-10-23,1977-12-24,1266
11573,162,1984-12-08,2010-08-12,1976-06-03,1267
2121,149,2017-07-08,2002-05-05,2019-11-21,1268
19418,1577,1991-07-03,2017-06-30,1997-09-06,1269
12486,1524,2003-01-07,2011-11-02,1972-07-15,1270
558,1978,2000-07-01,1981-02-23,1996-12-07,1271
11610,1651,2005-07-20,1991-01-02,1987-01-21,1272
14371,1922,1974-02-27,2005-09-25,2020-10-30,1273
18703,822,2019-10-28,1991-08-31,2020-07-05,1274
134,1412,2015-01-30,1992-01-02,2005-08-06,1275
15113,1864,1976-01-10,1998-03-03,2020-10-23,1276
14180,311,1995-06-06,1993-03-17,1998-09-30,1277
13792,1771,1983-09-02,2007-03-24,2014-11-09,1278
8750,736,2006-06-17,2017-08-23,2015-03-16,1279
11800,940,1975-09-16,2019-08-13,2008-03-20,1280
3462,549,1977-06-17,2007-07-06,1991-07-19,1281
2052,176,1989-02-19,1980-03-24,1986-08-23,1282
7810,378,1997-10-25,2015-11-24,2010-03-26,1283
8594,597,1997-01-29,1981-06-03,2017-11-29,1284
1313,956,1983-10-03,1984-12-29,2004-10-18,1285
10181,756,2000-07-28,2018-07-11,1984-07-05,1286
3603,23,1983-06-10,2019-01-19,1992-08-29,1287
15065,384,2005-05-08,1991-03-01,1978-01-26,1288
18876,136,2000-05-29,1986-01-14,2011-04-01,1289
19811,1566,2011-08-11,2018-11-14,1988-01-19,1290
519,415,2014-09-04,1973-04-23,2016-10-01,1291
14491,1308,1984-10-12,2010-03-25,2019-03-25,1292
819,888,2012-09-29,2019-04-10,2009-11-13,1293
5352,1770,1976-06-21,2004-12-15,1986-06-21,1294
11570,499,1990-09-24,1990-07-02,1993-08-05,1295
11504,1017,1974-12-31,2015-02-26,2014-04-28,1296
8289,1737,2012-09-11,1978-04-18,1987-01-12,1297
16325,1244,1986-12-20,2012-09-14,1995-08-05,1298
10740,783,1984-03-12,1994-01-05,1986-04-28,1299
19091,1918,1987-01-03,1973-06-14,2020-04-06,1300
7934,412,2012-09-27,2015-12-21,2002-12-10,1301
16309,713,2012-06-26,1998-08-06,1988-01-11,1302
6592,1096,1974-09-11,2014-06-11,1998-04-15,1303
1216,1848,2012-09-19,2008-02-19,2001-08-06,1304
1595,1664,1973-06-03,1984-12-11,2019-08-05,1305
7371,1897,2005-02-07,1976-08-17,2010-06-30,1306
596,1610,1981-05-11,2018-04-27,1981-03-20,1307
19775,255,1986-05-15,1987-01-15,1985-07-02,1308
7169,1195,1980-05-05,2018-11-18,1993-01-28,1309
17342,24,2012-03-13,2008-01-04,2012-01-24,1310
711,76,2003-06-11,1987-02-03,2005-01-21,1311
5237,1261,1974-07-04,2011-06-27,1996-05-08,1312
19569,1228,2007-07-25,2016-12-12,2012-04-09,1313
14451,1355,1984-11-21,1980-10-28,2015-04-11,1314
7401,1672,1988-03-07,1987-11-30,2012-01-25,1315
15879,1276,1974-11-15,1986-11-08,1976-01-16,1316
12542,650,2001-06-04,2010-11-30,2016-01-28,1317
14276,1832,1974-07-23,2009-10-26,2008-11-21,1318
15101,1939,2015-01-05,1990-08-19,2006-10-04,1319
3754,1307,2021-10-01,2003-05-07,1973-04-08,1320
8844,1535,1987-07-20,2005-01-29,1992-03-03,1321
15876,3,1987-06-22,2018-07-22,1982-10-23,1322
1696,713,1999-08-14,1992-03-16,1997-01-12,1323
19068,1152,2017-10-05,1976-03-09,2011-06-01,1324
2061,510,1982-08-30,1979-12-09,1996-06-25,1325
5972,1915,2004-10-05,2020-09-04,2011-11-14,1326
951,698,2004-12-24,1985-10-04,2013-11-21,1327
9274,833,2015-05-14,2003-01-05,2009-06-06,1328
11847,1625,2004-06-05,2003-09-10,2013-06-26,1329
3885,1498,2019-06-23,2002-03-24,2003-03-14,1330
935,975,2010-09-09,1992-12-04,2006-10-14,1331
10532,1045,2019-03-05,2013-04-09,1990-06-13,1332
19377,1320,2015-05-17,2020-04-03,2012-01-18,1333
16666,1509,1986-01-10,2007-07-12,1973-08-31,1334
11047,1707,1983-08-05,2018-01-03,2006-06-06,1335
2301,1571,1977-04-16,2012-10-10,1996-02-24,1336
14331,396,1972-09-01,2008-05-28,1998-03-19,1337
14103,1330,1973-10-27,2016-09-02,1978-11-07,1338
7755,790,1995-01-15,2014-05-24,2009-08-09,1339
10710,1302,1973-03-16,2004-09-06,2006-07-28,1340
14645,1113,2020-09-06,2000-07-29,1986-12-15,1341
12206,632,1999-01-08,1981-12-06,1982-02-02,1342
15186,1659,2011-10-14,2010-04-24,2004-03-12,1343
377,146,1974-10-03,2005-04-24,2011-02-24,1344
2393,553,2008-11-28,2013-02-15,2018-09-19,1345
2970,1702,1998-10-12,2010-07-04,1994-03-04,1346
3840,330,2006-11-21,2004-03-20,1981-06-03,1347
17136,344,1999-02-04,1982-12-07,2018-09-15,1348
14410,1102,1999-12-13,1992-12-21,2001-11-28,1349
14576,958,1975-02-22,2014-11-12,1993-02-09,1350
7076,151,2001-05-16,1995-09-04,1972-09-06,1351
1113,1164,2004-04-16,1981-01-23,1990-03-23,1352
12343,666,1994-08-04,2017-03-29,1997-09-01,1353
6950,1746,1987-01-24,1998-11-10,1983-09-16,1354
1492,1617,2009-10-28,2001-02-22,2004-07-17,1355
17502,793,1998-01-02,1978-07-12,2004-02-18,1356
9832,605,1986-09-27,1979-09-30,1977-10-29,1357
18219,196,1996-05-12,2008-12-23,1988-08-03,1358
17361,217,2000-03-15,1974-05-31,2021-02-13,1359
7418,948,2010-03-29,2002-04-16,1988-05-10,1360
11110,38,2015-04-06,1977-02-24,2019-04-01,1361
7976,84,2014-11-01,1995-11-15,1990-10-23,1362
19254,982,1974-01-01,1989-11-22,1998-05-19,1363
13990,1225,1975-03-04,2009-07-22,2021-11-25,1364
458,1235,2004-03-05,1981-04-07,2018-06-14,1365
10756,600,1973-09-16,1972-11-04,1976-01-10,1366
3138,1685,2001-02-14,2002-02-13,1985-05-16,1367
12411,1605,1993-05-05,1974-09-16,2006-12-25,1368
11661,1504,1982-04-23,1978-05-10,1985-04-05,1369
6414,1028,2018-05-19,2001-11-19,1983-11-30,1370
721,346,1984-07-17,1999-10-02,2010-12-30,1371
11128,1456,1997-11-01,2020-01-16,2012-09-21,1372
12202,1919,1986-09-09,2015-06-05,2015-02-10,1373
10881,1068,2008-06-14,1982-07-21,1975-01-25,1374
6462,636,1995-08-30,1993-08-28,1981-06-25,1375
2852,510,1992-11-27,2017-01-28,1986-10-02,1376
10980,572,1992-07-03,1997-02-15,2007-11-25,1377
5608,887,1979-03-05,2017-08-06,2009-08-04,1378
6753,1578,1991-02-27,1993-11-29,1972-06-23,1379
6504,418,1980-10-17,1988-06-15,1992-01-03,1380
17754,1850,1978-03-06,2018-12-24,1991-05-27,1381
11989,35,1982-09-19,2010-02-06,1985-08-09,1382
19893,910,1992-12-18,1988-07-10,2004-11-26,1383
8855,164,1993-03-15,1978-01-09,1990-02-01,1384
5483,1465,1974-02-24,1986-10-22,1976-01-23,1385
14152,1265,1995-04-30,1986-06-16,1978-05-29,1386
5665,1596,1989-02-09,1987-03-12,2001-05-28,1387
2857,616,1994-08-26,1972-06-28,1987-04-04,1388
5795,1089,1982-04-28,2000-01-06,2001-10-12,1389
18462,868,1978-10-04,2008-08-02,2009-10-03,1390
4268,696,1986-10-11,1998-03-24,1988-08-20,1391
15913,236,2005-09-29,2003-06-14,1993-01-10,1392
3544,1284,2007-08-08,1983-03-23,1979-06-28,1393
18846,1190,1979-11-08,1978-03-28,2005-03-19,1394
8294,1181,1986-05-02,2002-01-23,1986-10-09,1395
15391,1719,1976-07-25,1973-04-27,1981-02-03,1396
16655,110,1988-04-03,1975-07-17,2003-08-22,1397
12310,1706,2008-10-12,2005-11-15,2010-02-23,1398
11316,247,2007-08-23,1993-10-01,1975-09-14,1399
7894,1583,1996-02-20,1982-01-25,1994-04-24,1400
1391,1715,2003-07-20,2019-12-11,1975-01-25,1401
1195,633,1991-05-14,1988-01-21,2009-09-24,1402
10238,294,1985-07-29,1993-05-02,1974-01-13,1403
15295,465,1980-10-23,1993-01-12,1982-06-06,1404
4568,1046,2013-10-21,1989-12-11,1981-03-01,1405
13898,1165,1992-02-28,2021-01-08,1979-06-29,1406
5601,1227,2021-11-08,1986-06-03,2007-03-04,1407
16862,1731,1987-09-15,1996-03-18,1982-02-27,1408
16215,1027,1998-09-20,1984-06-08,1984-12-15,1409
2972,940,1988-10-08,1996-02-08,1993-03-10,1410
357,1771,1989-11-19,2018-03-28,1981-01-21,1411
19320,1,1989-11-28,1993-04-02,1986-07-12,1412
10694,334,1978-01-14,1973-02-03,2017-12-07,1413
7574,1624,2021-10-15,1988-10-12,2003-06-08,1414
1602,146,1997-02-05,2006-04-27,2013-06-09,1415
9734,1008,2001-03-16,2003-09-03,2021-01-31,1416
5578,1695,2016-07-11,2000-12-25,1986-09-18,1417
12895,1999,1999-11-03,1984-02-07,2021-01-03,1418
1310,150,1998-07-10,2005-05-09,1986-10-03,1419
4239,501,2012-09-03,1996-06-02,2005-12-23,1420
6105,138,1975-07-02,1984-08-19,1993-02-22,1421
10372,372,2013-08-16,1980-10-25,2010-08-02,1422
10541,9,1997-06-09,2021-11-22,1987-01-19,1423
9998,1858,2012-03-05,2020-07-02,2017-11-19,1424
11223,1800,2003-12-17,2010-12-08,2011-07-09,1425
18914,1467,1992-09-02,1992-02-27,2013-10-06,1426
17434,560,2019-01-10,1984-08-01,2002-05-11,1427
11048,165,1978-01-19,1991-06-21,2020-07-29,1428
3356,420,1990-05-27,1986-07-13,2016-05-03,1429
7753,7,1983-08-25,2017-10-31,2021-01-18,1430
13329,434,2014-05-22,2010-07-08,1976-06-04,1431
16243,1706,1988-08-27,2014-11-23,1992-11-04,1432
15125,1370,1978-11-04,1989-02-06,2018-05-10,1433
8175,711,1993-09-22,1986-08-06,2007-11-23,1434
8524,703,2010-03-09,1993-12-30,2013-12-11,1435
16869,924,2017-10-15,1996-09-25,1975-01-09,1436
5503,774,1985-06-09,2014-04-02,1983-06-07,1437
16063,1272,2006-09-16,2013-12-14,1987-09-09,1438
19377,598,1986-09-26,2006-07-25,1975-03-12,1439
11902,100,2001-11-17,2016-09-17,1988-10-17,1440
14121,747,1982-12-19,1982-12-17,2016-09-11,1441
8562,1279,2010-12-30,2011-08-01,1999-03-12,1442
1745,1361,2002-03-10,1997-10-29,2002-11-29,1443
2926,621,1980-10-26,1997-08-10,1984-01-06,1444
2299,83,2009-09-07,2002-09-16,1974-07-23,1445
17366,401,1998-04-08,2012-09-19,2005-12-20,1446
18299,1947,1985-11-23,2004-02-13,2013-02-10,1447
11356,1261,2012-11-08,1987-07-06,2011-09-02,1448
14430,715,1980-10-19,2015-03-01,1994-04-27,1449
9839,60,1977-01-10,2019-01-21,2011-06-30,1450
15463,1107,1996-03-07,1984-04-30,1983-06-19,1451
7739,417,2012-12-20,1980-03-08,2020-09-25,1452
11894,1807,1983-06-21,1993-02-05,1997-08-05,1453
2567,876,2010-12-30,1973-11-19,2013-01-16,1454
7523,57,1998-04-19,1998-04-22,1993-05-21,1455
18827,1783,2007-09-23,2013-10-08,2020-05-25,1456
15774,553,1988-01-10,1975-11-18,1982-10-25,1457
5250,249,1996-08-07,2000-02-12,1972-07-16,1458
19287,244,1998-09-25,2010-08-30,1973-03-12,1459
14476,273,1977-05-15,1993-05-27,1993-11-28,1460
10043,1648,2015-02-27,2011-05-19,1991-05-09,1461
5279,1776,1993-07-23,1986-06-23,1986-09-03,1462
19584,868,2009-05-04,1987-01-04,2006-07-20,1463
6788,441,1976-12-10,1993-09-13,1979-09-11,1464
13936,469,1992-06-23,1972-07-02,2020-08-23,1465
13713,1345,1976-08-08,2003-08-23,1978-05-07,1466
14929,1968,1999-08-21,2000-10-01,1988-06-02,1467
4946,1614,1994-02-11,1974-10-05,1996-10-05,1468
14013,1181,1991-01-09,2019-06-06,1995-09-26,1469
5831,11,1991-09-29,2004-05-17,2008-06-23,1470
11307,1476,1977-04-15,2015-11-20,1991-08-25,1471
1317,471,1986-07-20,2009-01-11,1992-06-08,1472
1032,916,2008-11-08,1982-12-08,2006-11-30,1473
3324,1315,2001-12-15,2009-07-14,1997-09-21,1474
13781,261,1990-07-09,1992-03-01,2000-09-21,1475
19328,603,2006-10-20,1997-12-23,1985-02-09,1476
9562,1320,1986-09-12,2007-07-29,1983-12-14,1477
13354,1435,2002-03-29,2018-07-10,2021-07-29,1478
7913,1226,2015-04-07,1979-02-08,1988-10-05,1479
4431,804,1996-07-04,2010-08-22,2003-01-28,1480
8223,374,1997-01-31,1981-07-24,2003-11-02,1481
12059,258,2009-03-03,2004-02-02,2022-01-14,1482
17447,49,2021-04-16,1998-04-07,2018-02-22,1483
2591,1999,2002-11-08,1997-04-19,2002-05-21,1484
14552,1852,1983-05-18,1980-09-19,2012-04-05,1485
